hex_id,soft_wheat_area_km2,hard_wheat_area_km2,corn_grain_area_km2,corn_silage_area_km2,barley_area_km2,rapeseed_area_km2,sunflower_area_km2,sugarbeet_area_km2,vineyards_area_km2
727,9.51653,NA,0.032,5.871,3.93,1.453,0.195,NA,NA
750,NA,NA,NA,NA,0.142,NA,NA,NA,NA
751,1.12642,0.007,0.164,1.416,0.419,0.032,NA,NA,0.029
774,2.3405,NA,0.248,1.311,0.897,0.1,NA,NA,0.028
775,42.20687,0.104,9.08,0.959,4.953,5.385,7.242,1.616,1.133
776,55.15101,0.266,21.363,1.849,5.778,7.257,7.242,4.566,0.103
797,65.70484,0.15,13.131,6.896999999999999,12.169,4.494,12.683,2.577,0.602
798,94.1765,0.037,67.207,1.181,3.612,4.69,15.371,18.7,0.893
819,29.39296,0.13,0.47,19.149,11.622,3.203,3.039,NA,0.021
820,39.95877,0.269,9.769,6.455,5.368,2.452,7.075,1.368,0.491
821,88.91946,0.087,59.914,3.2129999999999996,5.714,7.327999999999999,10.04,10.585,0.054
821,88.91946,0.141,59.914,3.2129999999999996,5.714,7.327999999999999,10.04,10.585,0.054
841,3.09719,0.012,0.01999999999999999,2.857,1.128,0.7030000000000001,NA,NA,NA
842,9.16409,0.005,4.273,4.901,2.22,0.831,1.58,0.586,0.032
861,2.43421,0.033,0.001,2.779,1.502,0.293,0.071,NA,NA
862,0.7937,0.032,0.055,3.844,0.402,NA,NA,NA,0.001
863,0.86478,NA,0.137,2.976,0.375,NA,NA,NA,NA
882,5.31525,0.031,0.049,6.478000000000001,0.967,0.375,NA,NA,NA
883,1.23691,0.069,0.035,6.918,1.1709999999999998,0.008,NA,NA,NA
883,1.23691,0.005,0.035,6.918,1.1709999999999998,0.008,NA,NA,NA
902,5.54415,0.109,0.01,10.696,5.097,0.149,0.011,NA,NA
903,5.11101,0.04,0.238,7.286,2.713,0.058,0.221,NA,0.803
904,4.47818,0.04,0.159,5.236,4.164,0.102,NA,0.001,1.545
922,7.66725,0.041,1.044,9.448,4.823,0.45,0.197,0.003,0.12
923,14.94028,0.21,4.309,20.353,7.712,0.24,0.983,0.001,0.295
941,4.63572,0.194,0.018,12.19,2.377,0.051,NA,0.001,NA
942,31.25494,0.288,15.182,27.443,14.139,1.892,2.146,NA,0.005
943,5.35835,0.096,0.03,17.083,5.309,NA,NA,NA,0.006
943,5.35835,0.092,0.03,17.083,5.309,NA,NA,NA,0.006
961,5.24571,0.298,0.091,7.586,5.084,NA,NA,NA,0.003
962,8.15658,0.019,0.313,23.622,5.462999999999999,0.157,NA,0,0.743
962,8.15658,0.33,0.313,23.622,5.462999999999999,0.157,NA,0,0.743
980,12.30379,0.015,0.5599999999999999,31.836,14.056,0.918,NA,NA,0.097
980,12.30379,0.338,0.5599999999999999,31.836,14.056,0.918,NA,NA,0.097
981,2.5211,0.092,0.866,3.647,1.947,0.511,0.019,NA,35.829
999,11.27842,0.233,3.444,5.164,8.413,3.543,1.623,NA,2.7769999999999997
999,11.27842,0.165,3.444,5.164,8.413,3.543,1.623,NA,2.7769999999999997
1000,8.76659,0.689,4.368,5.443,4.889,2.09,0.449,NA,11.881
1019,23.91892,0.08,19.809,2.02,9.523,8.148,2.513,0,1.138
1019,23.91892,0.132,19.809,2.02,9.523,8.148,2.513,0,1.138
1020,63.69937,0.074,85.68199999999999,3.569,7.63,18.704,4.294,0.228,2.031
1038,42.08072,0.52,25.83,4.638999999999999,8.664,16.763,9.267,NA,0.348
1039,45.50476,1.127,54.037,0.8480000000000001,10.153,18.347,4.777,0.776,0.002
1039,45.50476,0.063,54.037,0.8480000000000001,10.153,18.347,4.777,0.776,0.002
1039,45.50476,0.278,54.037,0.8480000000000001,10.153,18.347,4.777,0.776,0.002
1057,45.07036,0.121,45.959999999999994,5.218,18.246,21.261,7.324999999999999,NA,0.023
1057,45.07036,0.049,45.959999999999994,5.218,18.246,21.261,7.324999999999999,NA,0.023
1058,49.79989,0.545,53.533,5.273,10.324,19.625,6.39,NA,0.003
1075,46.82033,0.563,39.474,12.939,17.092,21.84,10.656,NA,0.025
1076,29.76209,0.941,68.33,4.092,9.569,12.316,4.302,NA,0.027
1076,29.76209,0.453,68.33,4.092,9.569,12.316,4.302,NA,0.027
1095,25.0609,0.355,37.089,13.058,10.68,9.709,3.18,NA,0.289
1096,11.05155,0.3,13.889,0.668,4.698,5.186,1.203,NA,0.919
1113,17.10013,0.181,11.793,19.9,6.611,4.492,1.668,0.006,0.03
1114,5.57748,0.114,18.687,1.756,2.8209999999999997,2.186,0.533,NA,1.118
1132,7.81238,0.047,26.542,6.7620000000000005,2.905,1.984,0.466,0.005,0.22
1132,7.81238,0.159,26.542,6.7620000000000005,2.905,1.984,0.466,0.005,0.22
1133,6.7578,0.036,4.207,3.965,4.772,1.789,0.238,NA,0.732
1133,6.7578,0.071,4.207,3.965,4.772,1.789,0.238,NA,0.732
1150,0.76103,0.03,2.879,1.5790000000000002,0.5660000000000001,0.065,0.043,NA,1.268
1151,3.59703,0.048,16.564,1.159,2.565,0.7210000000000001,0.12,0.009,3.465
1151,3.59703,0.093,16.564,1.159,2.565,0.7210000000000001,0.12,0.009,3.465
1169,1.67793,0.015,5.404,0.784,0.81,0.562,0.052,NA,4.561
1170,9.97388,0.129,16.876,1.936,8.537,2.152,0.108,NA,0.187
1187,3.09927,0.063,10.809,0.92,0.65,0.49,NA,NA,0.891
1187,3.09927,0.113,10.809,0.92,0.65,0.49,NA,NA,0.891
1188,0.49825,0.043,1.584,0.64,1.564,0.049,NA,NA,NA
1206,0.98123,0.069,10.263,0.802,0.785,0.283,0.075,NA,1.022
1207,0.176,NA,0.865,0.143,0.445,NA,NA,NA,0.032
1225,0.02243,NA,0.002,NA,0.083,NA,NA,NA,NA
1226,0.00648,0.011,0.096,0.016,0.102,NA,NA,NA,NA
1244,NA,NA,NA,NA,NA,NA,NA,NA,0.001
1245,0.16785,NA,0.178,NA,0.248,NA,NA,NA,NA
1260,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,NA,NA,NA,NA,NA,NA,NA,NA,NA
